Processo,Classe/Assunto,Relator(a),Comarca,Órgão julgador,Data do julgamento,Data de publicação,Ementa;;;;;;;;;;;;;;;;;;;;;;
"0003156-57.2008.8.12.0017,Embargos de Declaração Cível / Assunto não Especificado,Des. Eduardo Machado Rocha,Nova Andradina,3ª Câmara Cível,2018-06-26,2018-06-27,""Ementa: E M E N T A – EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL – RETORNO DO SUPERIOR TRIBUNAL DE JUSTIÇA PARA NOVO JULGAMENTO – OMISSÃO SANADA – SUSPENSÃO DA LICENÇA DE OPERAÇÃO N.º 12/2008 E DO TERMO DE AJUSTAMENTO DE CONDUTA FIRMADO ENTRE O IMASUL E A ASSOCIAÇÃO DOS PROPRIETÁRIOS DAS CASAS DE VERANEIO DO VALE DO RIO IVINHEMA – REVOGAÇÃO QUE OCORRE POR CRITÉRIOS DE CONVENIÊNCIA E OPORTUNIDADE – POSSIBILIDADE DE RESTAURAÇÃO DO ATO REVOGADO – ART. 61-A, DA LEI N.º 12.651/2012 – PREQUESTIONAMENTO - EMBARGOS ACOLHIDOS SEM MODIFICAÇÃO DO JULGADO.Não há ilegalidade na Licença de Operação n.º 12/2008, concedida com observância às normas legais e de proteção ambiental.Ao revogar o ato administrativo, a autoridade irá apreciar os elementos da conveniência e oportunidade, não se cogitando da ilegalidade do ato que venha a ser revogado. Trata-se de um ato válido e desprovido de qualquer vício, mas que no entender da administração tornou-se inconveniente ao interesse público. É em razão da ausência de ilegalidade que a Administração também pode arrepender-se da revogação, restaurando a vigência do ato revogado. A suspensão da Licença de Operação n.º 12/2008 e de quaisquer outros atos administrativos não pode prejudicar àqueles que, baseados na sua vigência, realizaram benfeitorias ou edificações em área de preservação ambiental.Eventual ilegalidade na autorização de exploração de área de preservação permanente fica superada com o advento do art. 61-A, da Lei n.º 12.651/2012.Para fins de prequestionamento da matéria, basta que a questão seja efetivamente debatida nas instâncias originárias, sem que se faça menção expressa ou específica a determinados dispositivos legais.""";;;;;;;;;;;;;;;;;;;;;;
"0842600-34.2016.8.12.0001,Remessa Necessária Cível / Reserva legal,Des. Eduardo Machado Rocha,Campo Grande,3ª Câmara Cível,2018-06-26,2018-06-27,""Ementa: E M E N T A – REMESSA NECESSÁRIA – MANDADO DE SEGURANÇA – PRELIMINARES – FALTA DE INTERESSE DE AGIR – INADEQUAÇÃO DA VIA ELEITA – LIMINAR DE CUNHO SATISFATIVO – PERICULUM IN MORA INVERSUM – REJEITADAS – PRELIMINAR AUSÊNCIA DE DEMONSTRAÇÃO DO PERIGO DA DEMORA QUE SE CONFUNDE COM O MÉRITO – DEMORA INJUSTIFICADA DA ADMINISTRAÇÃO PÚBLICA EM APRECIAR PEDIDO ADMINISTRATIVO – APLICAÇÃO DO PRINCÍPIO DA DURAÇÃO RAZOÁVEL DO PROCESSO – ISENÇÃO DE CUSTAS – PREQUESTIONAMENTO – RECURSO DESPROVIDO. Consoante a Teoria da Asserção, as condições da ação devem ser analisadas de acordo com o que é asseverado na petição inicial, deixando o exame das questões de mérito para o julgamento final.Não há falar em inadequação da via eleita, se com a inicial vieram os documentos necessários a comprovação do direito alegado.Não há falar em liminar de cunho satisfativo quando verificado que a mesma é apenas uma antecipação da ordem a ser concedida ao final, não esgotando a pretensão deduzida na inicial, uma vez que se o pedido for julgado procedente, o direito será reconhecido.A Constituição Federal traz como preceito básico que será assegurado a todos, quer no âmbito judicial ou no administrativo, a duração razoável do processo, produzindo meios que garantam a celeridade de sua tramitação. (art. 5º, inc. LXXVIII).A Lei Federal nº 9.784/94, em seu artigo 49 prevê que, concluída a instrução de processo administrativo, a Administração Pública tem o prazo máximo de 30 (trinta) dias para decidir, salvo prorrogação por igual período expressamente motivada.Após protocolizado o Cadastro Ambiental Rural (CAR), transcorreu mais de 1 (um) ano sem que houvesse a apreciação conclusiva pela autoridade impetrada. Portanto, dúvidas não há que o procedimento administrativo já se prolongou muito para ser decidido, ofendendo assim, o princípio da eficiência e da razoável duração do processo.A Fazenda Pública Estadual é isenta do pagamento das custas processuais remanescentes, nos termos do artigo 24, inciso I, da Lei Estadual n.º 3.779/2009 (Regimento de Custas Judiciais Estadual).Torna-se desnecessária a manifestação expressa a respeito dos dispositivos legais, porquanto, não está o magistrado obrigado a abordar artigo por artigo de lei, mas tão somente a apreciar os pedidos e a causa de pedir, fundamentando a matéria que interessa ao correto julgamento da lide.""";;;;;;;;;;;;;;;;;;;;;;
1402038-63.2018.8.12.0000,Agravo de Instrumento / Liminar,Des. Nélio Stábile,Campo Grande,3ª Câmara Cível,2018-06-26,2018-06-26,Ementa: E M E N T A – RECURSO DE AGRAVO DE INSTRUMENTO EM AÇÃO CIVIL PÚBLICA – PROCESSO AMBIENTAL – INVERSÃO DO ÔNUS DA PROVA – DEVIDO – GARANTIA DA SOCIEDADE – MAIOR INTERESSADA EM QUESTÕES AMBIENTAIS – ENTENDIMENTO DO STJ EM DECORRÊNCIA DO PRINCÍPIO DA PRECAUÇÃO – RECURSO CONHECIDO E DESPROVIDO.;;;;;;;;;;;;;;;;;;;;;;
0801865-09.2014.8.12.0007,Apelação Cível / Poluição,Des. Marcos José de Brito Rodrigues,Cassilândia,2ª Câmara Cível,2018-06-20,2018-06-25,Ementa: E M E N T A – APELAÇÃO – AÇÃO CIVIL PÚBLICA – PRELIMINAR DE ILEGITIMIDADE PASSIVA – REJEITADA – MÉRITO – COMPROVADAS AÇÕES POLUIDORAS NO CÓRREGO RITINHA – DANO AMBIENTAL CARACTERIZADO – ATUAÇÃO DO IMASUL E IBAMA – RECURSO CONHECIDO E NÃO PROVIDO – SENTENÇA MANTIDA.Comprovada a prática de lançamento de efluente liquido proveniente de processo industrial em desconformidade com a legislação ambiental caracteriza o dano ambiental. Multa corretamente aplicada.;;;;;;;;;;;;;;;;;;;;;;
0807286-98.2015.8.12.0021,Apelação Cível / Obrigação de Fazer / Não Fazer,Des. Marcelo Câmara Rasslan,Três Lagoas,1ª Câmara Cível,2018-06-19,2018-06-21,Ementa: E M E N T A – APELAÇÃO CÍVEL – AÇÃO CIVIL PÚBLICA – COMPENSAÇÃO AMBIENTAL – PRELIMINAR DE NULIDADE DA SENTENÇA REJEITADA – CONTRADIÇÃO ENTRE O FUNDAMENTO E O DISPOSITIVO AFASTADA – DISCRICIONARIEDADE DO ÓRGÃO LICENCIADOR PARA A DESTINAÇÃO DAS VERBAS DECORRENTES DE COMPENSAÇÃO AMBIENTAL – DESRESPEITO À TRIPARTIÇÃO DE PODERES – PRAZO PARA CUMPRIMENTO DA OBRIGAÇÃO – RECURSO PARCIALMENTE PROVIDO.;;;;;;;;;;;;;;;;;;;;;;
0807317-21.2015.8.12.0021,Apelação Cível / Obrigação de Fazer / Não Fazer,Des. Marcelo Câmara Rasslan,Três Lagoas,1ª Câmara Cível,2018-06-19,2018-06-21,Ementa: E M E N T A – APELAÇÃO CÍVEL – AÇÃO CIVIL PÚBLICA – COMPENSAÇÃO AMBIENTAL – PRELIMINAR DE NULIDADE DA SENTENÇA REJEITADA – CONTRADIÇÃO ENTRE O FUNDAMENTO E O DISPOSITIVO AFASTADA – DISCRICIONARIEDADE DO ÓRGÃO LICENCIADOR PARA A DESTINAÇÃO DAS VERBAS DECORRENTES DE COMPENSAÇÃO AMBIENTAL – DESRESPEITO À TRIPARTIÇÃO DE PODERES – PRAZO PARA CUMPRIMENTO DA OBRIGAÇÃO – RECURSO PARCIALMENTE PROVIDO.;;;;;;;;;;;;;;;;;;;;;;
"1600533-53.2018.8.12.0000,Conflito de competência cível / Ordenação da Cidade / Plano Diretor,Des. Fernando Mauro Moreira Marinho,Campo Grande,3ª Câmara Cível,2018-06-19,2018-06-21,""Ementa: E M E N T A – CONFLITO NEGATIVO DE COMPETÊNCIA – VARA DE DIREITOS DIFUSOS, COLETIVOS E INDIVIDUAIS HOMOGÊNEOS E JUIZADO ESPECIAL DA FAZENDA PÚBLICA – AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS – QUESTÃO AMBIENTAL TRATADA DE MANEIRA REFLEXA – NATUREZA EMINENTEMENTE INDENIZATÓRIA – VALOR DA CAUSA INFERIOR A 60 SALÁRIOS MÍNIMOS – CONFLITO PROCEDENTE – COMPETÊNCIA DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA.1- A jurisprudência desta Corte, firmou o entendimento de que a competência do Juizado Especial da Fazenda Pública é absoluta, observado o valor de alçada. 2- O simples fato da ação ter como causa de pedir o direito a meio ambiente equilibrado, não desloca a competência para Vara de Difusos, porque a decisão que vier a ser prolatada afetará exclusivamente a esfera de interesse das partes envolvidas.""";;;;;;;;;;;;;;;;;;;;;;
"1600428-76.2018.8.12.0000,Conflito de competência cível / Ordenação da Cidade / Plano Diretor,Des. Sideni Soncini Pimentel,Campo Grande,5ª Câmara Cível,2018-06-19,2018-06-21,""Ementa: E M E N T A – CONFLITO NEGATIVO DE COMPETÊNCIA – AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS – CAUSA DE PEDIR DANO AMBIENTAL – PRETENSÃO À REPARAÇÃO POR OFENSA À DIREITO DE PERSONALIDADE E NÃO DIREITOS COLETIVOS OU METAINDIVIDUAIS – COMPETÊNCIA DO JUIZADO DA FAZENDA PÚBLICA – CONFLITO PROCEDENTE. 1. A ação principal versa sobre pedido condenatório de indenização por danos morais suportados por determinado indivíduo em razão de danos ambientais. 2. A competência para processar e julgar a demanda principal é do Juizado Especial da Fazenda Pública, pois verifica-se que a ação em análise não se refere a direitos difusos, coletivos ou metaindividuais, mas individual propriamente em defesa de direito de personalidade, ante a omissão do Município na adequada destinação de entulhos na localidade.""";;;;;;;;;;;;;;;;;;;;;;
"0831946-56.2014.8.12.0001,Apelação Cível / Anulação de Débito Fiscal,Des. Vladimir Abreu da Silva,Campo Grande,5ª Câmara Cível,2018-06-19,2018-06-20,""Ementa: E M E N T A - APELAÇÃO CÍVEL – EMBARGOS À EXECUÇÃO FISCAL – MULTA AMBIENTAL – DESVIO, ATRAVÉS DE CANAL DE CAPTAÇÃO, DO CURSO NATURAL DAS ÁGUAS DE CÓRREGO PARA PROPRIEDADE DO AUTUADO – PRESUNÇÃO RELATIVA DOS ATOS ADMINISTRATIVOS E DA CERTIDÃO DE DÍVIDA ATIVA – DECRETAÇÃO DE NULIDADE DO AUTO DE INFRAÇÃO E DA PENALIDADE – SENTENÇA MANTIDA – RECURSO DESPROVIDO.Os atos administrativos gozam de presunção juris tantum de legitimidade, o mesmo ocorrendo em relação à liquidez e certeza da certidão de dívida ativa - CDA, a qual também pode ser afastada por prova em contrário a cargo do administrado.Inexistindo subsunção do fato à norma que deu azo à multa ambiental, de rigor a manutenção da sentença que decretou a nulidade do auto de infração e da penalidade imposta pela autoridade ambiental.""";;;;;;;;;;;;;;;;;;;;;;
"0817128-36.2013.8.12.0001,Apelação Cível / Poluição,Des. Sérgio Fernandes Martins,Campo Grande,1ª Câmara Cível,2018-06-12,2018-06-19,""Ementa: E M E N T A - APELAÇÕES CÍVEIS. AÇÃO CIVIL PÚBLICA. INSTALAÇÃO DE ANTENAS DE TRANSMISSÃO DE SINAL DE TELEFONIA CELULAR (ESTAÇÕES RÁDIO BASE - ERB) SEM LICENÇA AMBIENTAL. ALEGAÇÃO DE RISCO À SAÚDE. AUSÊNCIA DE PROVAS. DANO MORAL COLETIVO NÃO CONFIGURADO. ALEGAÇÃO DE INCONSTITUCIONALIDADE DA LEI ESTADUAL N. 3.365/2007 QUE DISCIPLINA A INSTALAÇÃO DE ESTAÇÕES DE RÁDIO BASE (ERBs), MÍNI ESTAÇÕES DE RÁDIO BASE (ERBs) E EQUIPAMENTOS AFINS DE TRANSMISSÃO DE TELEFONIA CELULAR. AFASTADA. NORMA ESTADUAL EM CONSONÂNCIA COM A LEGISLAÇÃO FEDERAL. LEI GERAL DE TELECOMUNICAÇÕES. DECRETO MUNICIPAL N. 11.457/2011. LEGISLAÇÃO DE INTERESSE LOCAL. EMISSÃO DE GUIA DE DIRETRIZES URBANÍSTICAS – GDU PARA ESTAÇÕES DE RÁDIO BASE, MINI ESTAÇÕES DE RÁDIO BASE E EQUIPAMENTOS AFINS DE TRANSMISSÃO DE TELEFONIA CELULAR. CONSTITUCIONALIDADE. SENTENÇA MANTIDA. RECURSOS NÃO PROVIDOS.Não há falar em configuração de dano moral coletivo, com a consequente indenização, diante da ausência de comprovação de potencialidade lesiva das Estações de Rádio Base – ERB, as quais, supostamente, seriam causadoras de danos à coletividade. Não padece de inconstitucionalidade a Lei Estadual n. 3.365/2007, que disciplina a instalação de Estações de Rádio Base, Mini Estações de Rádio Base e equipamentos afins de transmissão de telefonia celular, porquanto a Lei Geral de Telecomunicações – Lei n. 9.472/97 – estabelece, em seu art. 74 que """"A concessão, permissão ou autorização de serviço de telecomunicações não isenta a prestadora do atendimento das normas de engenharia e às leis municipais, estaduais ou do Distrito Federal relativas à construção civil e à instalação de cabos e equipamentos em logradouros público."""" O Decreto Municipal n. 11.457/2011, que disciplina a emissão de Guia de Diretrizes Urbanísticas – GDU de Estações de Rádio Base, Mini Estações de Rádio Base e equipamentos afins de transmissão de telefonia celular não invade a competência da União para legislar sobre telecomunicações e radiodifusão, porquanto trata de questões de interesse local, de competência dos municípios, a teor do que dispõe o art. 30, I, da Constituição Federal.""";;;;;;;;;;;;;;;;;;;;;;
"0843803-65.2015.8.12.0001,Apelação / Remessa Necessária / Liminar,Des. Marcelo Câmara Rasslan,Campo Grande,1ª Câmara Cível,2018-06-12,2018-06-19,""Ementa: E M E N T A – APELAÇÃO CÍVEL – MANDADO DE SEGURANÇA – TAMPONAMENTO DE POÇO DE CAPTAÇÃO DE ÁGUA – ILEGITIMIDADE DO MUNICÍPIO PARA LEGISLAR SOBRE RECURSOS HÍDRICOS – RECURSO DESPROVIDO.Não sendo competência do Município editar normas regulando a gestão de recursos hídricos, não pode legislar sobre o tamponamento de poços artesianos, sendo apenas encarregado de fiscalização, observadas as exigências e restrições impostas nas leis federal ou estadual.Configura ato ilegal a exigência de tamponamento de poço de captação de água como condição para concessão de licença ambiental, se o ente público não possui competência para tal exigência.""";;;;;;;;;;;;;;;;;;;;;;
"0001075-07.2014.8.12.0024,Apelação Criminal / Crimes do Sistema Nacional de Armas,Des. Luiz Gonzaga Mendes Marques,Aparecida do Taboado,2ª Câmara Criminal,2018-06-11,2018-06-12,""Ementa: E M E N T A - APELAÇÃO CRIMINAL – POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO E CRIME AMBIENTAL CONTRA A FAUNA – ABSOLVIÇÃO – INVIABILIDADE – RECURSO DESPROVIDO.Os elementos de convicção coligidos durante a persecução processual são tranquilos no sentido de demonstrar a materialidade e a autoria dos fatos delituosos, pelo que deve ser mantida a condenação.""";;;;;;;;;;;;;;;;;;;;;;
"1600429-61.2018.8.12.0000,Conflito de competência cível / Perdas e Danos,Des. Dorival Renato Pavan,Campo Grande,4ª Câmara Cível,2018-06-06,2018-06-08,""Ementa: E M E N T A – CONFLITO DE COMPETÊNCIA – AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS QUE TEM POR CAUSA DE PEDIR DANO AMBIENTAL - DIREITO INDIVIDUAL - CONFLITO CONHECIDO E JULGADO PROCEDENTE PARA FIXAR A COMPETÊNCIA DO JUÍZO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE CAMPO GRANDE.A ação de indenização por danos morais ajuizada individualmente em face do Município de Campo Grande não deve ser processada perante o juízo da Vara de Direitos Difusos, Coletivos e Individuais Homogêneos, ainda que tenha como causa de pedir dano ambiental, tendo em vista a opção do autor de demandar individualmente, de modo que a demanda deve ser processada e julgada perante o juízo do Juizado Especial da Fazenda Pública para onde foi inicialmente distribuída.Conflito negativo de competência conhecido e julgado procedente para fixar a competência do douto Juízo do Juizado Especial da Fazenda Pública da comarca de Campo Grande.""";;;;;;;;;;;;;;;;;;;;;;
"1403530-90.2018.8.12.0000,Agravo de Instrumento / Efeito Suspensivo / Impugnação / Embargos à Execução,Des. Sérgio Fernandes Martins,Camapuã,1ª Câmara Cível,2018-06-05,2018-06-06,""Ementa: E M E N T A – AGRAVO DE INSTRUMENTO. AÇÃO DE EXECUÇÃO DE OBRIGAÇÃO DE FAZER. HONORÁRIOS PERICIAIS. VALOR ARBITRADO EM R$ 15.000,00. DESPROPORCIONALIDADE INEXISTENTE. COMPLEXIDADE DO TRABALHO PERICIAL. AVALIAÇÃO DA SITUAÇÃO AMBIENTAL DE ÁREA DE PROPRIEDADE DO AGRAVANTE. DECISÃO MANTIDA. RECURSO NÃO PROVIDO.Mantém-se o valor dos honorários periciais homologado pelo juízo de origem, quando o montante estabelecido revela-se razoável e a parte não comprova ser desproporcional com o trabalho a ser realizado pelo profissional.""";;;;;;;;;;;;;;;;;;;;;;
"1413400-33.2016.8.12.0000,Agravo de Instrumento / Esbulho / Turbação / Ameaça,Des. Luiz Tadeu Barbosa Silva,Campo Grande,5ª Câmara Cível,2018-06-05,2018-06-05,""Ementa: E M E N T A – AGRAVO DE INSTRUMENTO – AÇÃO DE REINTEGRAÇÃO DE POSSE – PRETENSÃO DE CONCESSÃO DE LIMINAR – CABIMENTO – OCUPAÇÃO IRREGULAR DE PROPRIEDADE LOCALIZADA EM ÁREA DE PRESERVAÇÃO PERMANENTE – FORTES INDÍCIOS DE USO INDEVIDO DE PROPRIEDADE IMÓVEL PELOS OCUPANTES IRREGULARES – POSSIBILIDADE DE DANOS AMBIENTAIS DE DEMORADA REGENERAÇÃO OU ATÉ MESMO IRREVERSÍVEIS – NECESSIDADE DE PRESERVAÇÃO DO MEIO AMBIENTE – RESGUARDO DOS INTERESSES DA COLETIVIDADE – INTELIGÊNCIA DO ART. 225, CAPUT, DA CONSTITUIÇÃO FEDERAL – LIMINAR DE REINTEGRAÇÃO DE POSSE CONCEDIDA – RECURSO PROVIDO. Deve ser deferida liminar de reintegração de posse da área objeto do litígio ao Município, visando impedir a continuidade da ocorrência de dano ambiental em área de preservação permanente. Isto porque a documentação é farta no sentido de demonstrar a existência de relevantes indícios acerca do uso indevido da propriedade pelos ocupantes irregulares (probabilidade do direito invocado), o que poderá ocasionar danos ambientais de demorada regeneração ou até mesmo irreversíveis (perigo de dano ou risco ao resultado útil do processo), em manifesta afronta ao art. 225, caput, da Constituição Federal. Ademais, ações que tratam de imóveis situados em área de preservação permanente (APPs) dizem respeito, em última análise, a bens públicos de titularidade difusa, contando o direito ao meio ambiente ecologicamente equilibrado com natureza indisponível.""";;;;;;;;;;;;;;;;;;;;;;
"1600467-73.2018.8.12.0000,Conflito de competência cível / Indenização por Dano Moral,Des. Alexandre Bastos,Campo Grande,2ª Câmara Cível,2018-05-30,2018-05-30,""Ementa: E M E N T A – CONFLITO NEGATIVO DE COMPETÊNCIA – VARA DE DIREITOS DIFUSOS COLETIVOS E INDIVIDUAIS HOMOGÊNEOS E JUIZADO ESPECIAL DA FAZENDA PÚBLICA – AÇÃO INDIVIDUAL DE INDENIZAÇÃO PELOS DANOS MORAIS CAUSADOS POR IRREGULARIDADES EM ATERRO SANITÁRIO – QUESTÃO AMBIENTAL TRATADA TÃO SOMENTE DE MANEIRA REFLEXA – PREVALÊNCIA COMPETÊNCIA DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA.I. Recai sobre o Juizado Especial da Fazenda Pública a competência para processar e julgar pedido de dano moral individual ocasionado por suposta lesão ambiental provocada pelo Município, consistente em destinação errônea dada a aterro sanitário, cujo valor da causa não supere 60 (sessenta) salários mínimos, em que figure como autor pessoa física, microempresa ou empresa de pequeno porte.II. A suposta lesão ambiental deve ser tratada tão somente de maneira reflexa, pois o dano ambiental pode afetar, simultaneamente, o bem jurídico ambiental e outros interesses jurídicos individuais. Na hipótese de dano individual, a decisão que vier a ser prolatada afetará exclusivamente a esfera de interesse das partes envolvidas, motivo pelo qual a competência não deve ser deslocada para Vara de Direitos Difusos, Coletivos e Individuais Homogêneos .III. Com o parecer. Conflito procedente. Competência do Juizado Especial da Fazenda Pública.""";;;;;;;;;;;;;;;;;;;;;;
